player_1,player_2,Winner,Location,Tournament,Date,Series,Court,Best of,Surface,Round,elo_player_1,elo_player_2,surface_elo_player_1,surface_elo_player_2,days_since_1,days_since_2,form5_1,form5_2,form10_1,form10_2,avg_opp5_1,avg_opp5_2,avg_opp10_1,avg_opp10_2
Cachin P.,Khachanov K.,player_2,Adelaide,Adelaide International 1,2023-01-03,ATP250,Outdoor,3.0,Hard,1st Round,1490.4829142710537,1634.0723677796957,1502.9817143367534,1579.8759741507347,70.0,61.0,0.2,0.6,0.4,0.6,1582.7988664928503,1585.3889011006245,1535.7021876957087,1615.305167422476
Lestienne C.,Djokovic N.,player_2,Adelaide,Adelaide International 1,2023-01-03,ATP250,Outdoor,3.0,Hard,1st Round,1533.7395734188071,1887.9641412083934,1533.84407872491,1751.835741427169,76.0,44.0,0.2,1.0,0.5,0.9,1618.8701268954067,1673.8963994747278,1577.5010271737362,1684.9109832201707
Edmund K.,Sinner J.,player_2,Adelaide,Adelaide International 1,2023-01-03,ATP250,Outdoor,3.0,Hard,1st Round,1490.4997865416394,1714.813615082777,1486.2461629458533,1643.0521240473113,127.0,64.0,0.2,0.6,0.3333333333333333,0.7,1567.1983499716682,1558.9806164446125,1561.1473138527715,1570.8305753029347
Shapovalov D.,Hijikata R.,player_1,Adelaide,Adelaide International 1,2023-01-03,ATP250,Outdoor,3.0,Hard,1st Round,1628.566842264092,1470.4726749101858,1638.710060713978,1467.2043474720015,62.0,125.0,0.6,0.0,0.7,0.0,1612.3004755942447,1640.801759388165,1602.4169673413849,1640.801759388165
Bautista Agut R.,Rublev A.,player_1,Adelaide,Adelaide International 1,2023-01-03,ATP250,Outdoor,3.0,Hard,1st Round,1587.0502870411667,1705.0698418488519,1553.6151068746478,1689.9147598886343,63.0,45.0,0.6,0.4,0.5,0.5,1612.2742282139066,1720.7696950382574,1583.0641847263198,1658.4942398782962
Murray A.,Korda S.,player_2,Adelaide,Adelaide International 1,2023-01-03,ATP250,Outdoor,3.0,Hard,1st Round,1562.594502085476,1637.0556052346622,1511.5248743986658,1620.2793543514736,64.0,64.0,0.2,0.6,0.5,0.7,1577.237038697294,1613.5273821040432,1564.2737582285788,1604.0553684596225
Bonzi B.,Ruusuvuori E.,player_1,Pune,Maharashtra Open,2023-01-04,ATP250,Outdoor,3.0,Hard,2nd Round,1510.5119731779296,1550.023917426836,1493.4656647479835,1562.8739869285039,2.0,69.0,0.6,0.4,0.6,0.5,1495.5287406835992,1615.432866594366,1523.428218124312,1571.0282198773205
Martinez P.,Baez S.,player_1,Pune,Maharashtra Open,2023-01-04,ATP250,Outdoor,3.0,Hard,2nd Round,1435.550136278912,1495.2568743671086,1455.181338034977,1415.9960641196503,1.0,65.0,0.6,0.2,0.4,0.1,1467.1742860370366,1531.7953850205126,1469.7698086194491,1568.7766320383912
Khachanov K.,Draper J.,player_1,Adelaide,Adelaide International 1,2023-01-04,ATP250,Outdoor,3.0,Hard,2nd Round,1643.8122518551857,1605.4037879540795,1592.3915691076872,1583.3685711523726,1.0,2.0,0.8,0.4,0.6,0.5,1595.296788608242,1626.6470884977039,1620.4821753119668,1596.140081066468
Mcdonald M.,Nishioka Y.,player_2,Adelaide,Adelaide International 1,2023-01-04,ATP250,Outdoor,3.0,Hard,2nd Round,1520.8700243051994,1607.276877598128,1522.4175516232926,1614.6314483774415,71.0,2.0,0.4,0.6,0.5,0.6,1557.501051166838,1630.1331208974134,1545.1543520921132,1589.8898722595547
Medvedev D.,Kecmanovic M.,player_1,Adelaide,Adelaide International 1,2023-01-04,ATP250,Outdoor,3.0,Hard,2nd Round,1700.5395443298312,1601.2734174305922,1671.0833932341961,1604.45119122387,47.0,2.0,0.2,0.4,0.6,0.5,1701.0915451335284,1611.3820369061564,1647.4883102161846,1593.072736611324
Giron M.,Popyrin A.,player_2,Adelaide,Adelaide International 1,2023-01-04,ATP250,Outdoor,3.0,Hard,2nd Round,1503.551306176419,1386.1444371577443,1501.674161023405,1415.1552634015763,3.0,2.0,0.6,0.4,0.5,0.3,1531.3244023785048,1534.787631687335,1546.1938245551348,1523.0548566390507
Cecchinato M.,Griekspoor T.,player_2,Pune,Maharashtra Open,2023-01-04,ATP250,Outdoor,3.0,Hard,2nd Round,1488.955260774073,1447.321515229402,1495.7246693934846,1416.2943620683832,2.0,2.0,0.6,0.4,0.5,0.3,1493.5570749365845,1496.3824159211283,1505.3298177510517,1495.2612019351996
Cobolli F.,Van De Zandschulp B.,player_2,Pune,Maharashtra Open,2023-01-04,ATP250,Outdoor,3.0,Hard,2nd Round,1479.1512754828532,1554.9672332190016,1491.6885940249795,1512.0515419212477,1.0,64.0,0.2,0.4,0.2,0.4,1544.375341960395,1575.3585979985849,1544.375341960395,1559.07945287561
Mmoh M.,Krajinovic F.,player_2,Pune,Maharashtra Open,2023-01-04,ATP250,Outdoor,3.0,Hard,2nd Round,1478.4018161979052,1567.588483998371,1498.8268647587038,1497.832207032021,2.0,2.0,0.2,0.6,0.3333333333333333,0.5,1484.8622590062453,1563.4340858898468,1482.9970797334327,1574.3394882311536
Cilic M.,Carballes Baena R.,player_1,Pune,Maharashtra Open,2023-01-04,ATP250,Outdoor,3.0,Hard,2nd Round,1618.3761575359674,1492.5796238133942,1553.0534910200124,1481.9614307290867,65.0,2.0,0.4,0.4,0.5,0.5,1559.9326110835068,1543.0480772725648,1598.267234686948,1561.8725198189761
Djere L.,Marterer M.,player_2,Pune,Maharashtra Open,2023-01-04,ATP250,Outdoor,3.0,Hard,2nd Round,1501.029375879914,1490.519057259979,1495.6432226575205,1489.9280781428233,2.0,1.0,0.4,0.6,0.3,0.5,1528.0034057801527,1518.19214598533,1550.847605823635,1515.1601216544416
Karatsev A.,Van Rijthoven T.,player_1,Pune,Maharashtra Open,2023-01-04,ATP250,Outdoor,3.0,Hard,2nd Round,1394.285089346321,1544.5816560636435,1417.1203313008518,1473.42565564838,1.0,1.0,0.4,0.2,0.3,0.3,1574.0764995443499,1464.6113918767564,1517.1065308488799,1519.0234145242168
Shapovalov D.,Safiullin R.,player_1,Adelaide,Adelaide International 1,2023-01-05,ATP250,Outdoor,3.0,Hard,2nd Round,1637.7504233299574,1569.5279971077,1647.3965369750074,1552.3085418514802,2.0,3.0,0.6,0.4,0.7,0.6,1594.6858435401682,1618.33812535063,1605.0032826857064,1570.2181899462844
Karatsev A.,Martinez P.,player_1,Pune,Maharashtra Open,2023-01-05,ATP250,Outdoor,3.0,Hard,Quarterfinals,1416.8048031218093,1454.272981790492,1435.6908233581432,1469.384402214403,1.0,1.0,0.6,0.4,0.4,0.4,1522.6424813571923,1454.6791093348775,1519.2742475150521,1458.8425228466576
Marterer M.,Van De Zandschulp B.,player_2,Pune,Maharashtra Open,2023-01-05,ATP250,Outdoor,3.0,Hard,Quarterfinals,1507.0029277269334,1567.5301625946718,1506.1912465379392,1527.114865779119,1.0,1.0,0.4,0.6,0.42857142857142855,0.5,1539.5035377734048,1576.279269490499,1522.6415560744747,1559.6831551361852
Bonzi B.,Krajinovic F.,player_1,Pune,Maharashtra Open,2023-01-05,ATP250,Outdoor,3.0,Hard,Quarterfinals,1528.3237614011196,1579.5691844264554,1512.6201824361904,1513.878012587963,1.0,1.0,0.6,0.6,0.6,0.4,1528.5913496104915,1529.7346676191378,1531.569186479486,1582.059184292301
Halys Q.,Djokovic N.,player_2,Adelaide,Adelaide International 1,2023-01-05,ATP250,Outdoor,3.0,Hard,2nd Round,1402.675693492758,1891.6492737575306,1434.0630796168848,1758.935256023885,3.0,2.0,0.2,1.0,0.2,0.9,1575.864430380649,1611.3444808239415,1515.5312420473153,1660.9793654441205
Sinner J.,Kokkinakis T.,player_1,Adelaide,Adelaide International 1,2023-01-05,ATP250,Outdoor,3.0,Hard,2nd Round,1721.7141143168935,1507.8373957875488,1652.2843385799956,1506.0787600743272,2.0,3.0,0.6,0.2,0.7,0.2,1559.1253756367403,1603.9682754748549,1566.0232007986078,1588.1118481704675
Korda S.,Bautista Agut R.,player_1,Adelaide,Adelaide International 1,2023-01-05,ATP250,Outdoor,3.0,Hard,2nd Round,1649.678098341164,1608.28546231555,1631.4284341904986,1575.588595026426,2.0,2.0,0.6,0.4,0.7,0.4,1613.2185102523108,1622.3884352329933,1604.897943176473,1598.9545172463763
Djokovic N.,Shapovalov D.,player_1,Adelaide,Adelaide International 1,2023-01-06,ATP250,Outdoor,3.0,Hard,Quarterfinals,1893.4582933310537,1650.648430466872,1763.2081669248919,1659.1237269888318,1.0,1.0,1.0,0.6,0.9,0.7,1599.475734738458,1622.271986592818,1661.6711813552488,1631.6249417489153
Medvedev D.,Khachanov K.,player_1,Adelaide,Adelaide International 1,2023-01-06,ATP250,Outdoor,3.0,Hard,Quarterfinals,1712.0886267584679,1658.0506470534433,1684.0519423904518,1607.9761380883076,2.0,2.0,0.4,0.6,0.6,0.5,1707.8562320337594,1636.4676463697938,1673.0607038272933,1624.201205730666
Sinner J.,Korda S.,player_2,Adelaide,Adelaide International 1,2023-01-06,ATP250,Outdoor,3.0,Hard,Quarterfinals,1728.945350360036,1663.7808648201571,1661.922490172561,1644.8788297225867,1.0,1.0,0.4,0.6,0.6,0.7,1581.2095599544114,1639.995373473074,1575.2863450682328,1621.9594712240466
Nishioka Y.,Popyrin A.,player_1,Adelaide,Adelaide International 1,2023-01-06,ATP250,Outdoor,3.0,Hard,Quarterfinals,1619.3777538477484,1407.3544033781384,1626.4818256538053,1435.0592401735826,2.0,2.0,0.8,0.4,0.6,0.3,1568.590657924237,1546.7547414710875,1574.805255969109,1534.3764232204433
Karatsev A.,Griekspoor T.,player_2,Pune,Maharashtra Open,2023-01-06,ATP250,Outdoor,3.0,Hard,Semifinals,1434.5236184497448,1465.229695230447,1453.237623970243,1435.8898390213965,1.0,2.0,0.6,0.6,0.4,0.4,1502.6189208324674,1472.5012592534238,1529.5001985799743,1491.865603211653
Van De Zandschulp B.,Bonzi B.,player_2,Pune,Maharashtra Open,2023-01-06,ATP250,Outdoor,3.0,Hard,Semifinals,1580.7706408982963,1546.6667343790298,1542.1524607101287,1528.6781074022608,1.0,1.0,0.4,0.8,0.4,0.6,1577.778423079771,1552.4263538059415,1570.5174714978743,1541.0621165435684
Djokovic N.,Medvedev D.,player_1,Adelaide,Adelaide International 1,2023-01-07,ATP250,Outdoor,3.0,Hard,Semifinals,1899.7999643880457,1725.6199601104797,1774.5533287828944,1696.603459429266,1.0,1.0,1.0,0.4,0.9,0.5,1602.819703332803,1748.3601114296155,1659.8198978778696,1703.1709206393493
Bonzi B.,Griekspoor T.,player_2,Pune,Maharashtra Open,2023-01-07,ATP250,Outdoor,3.0,Hard,The Final,1564.2322525266638,1479.8192983742138,1545.298313390878,1452.6880707951666,1.0,1.0,0.8,0.8,0.6,0.4,1528.1836341250262,1480.8316855884557,1528.519782957647,1502.7214135493887
Djokovic N.,Korda S.,player_1,Adelaide,Adelaide International 1,2023-01-08,ATP250,Outdoor,3.0,Hard,The Final,1908.3893601337816,1682.7470993372858,1787.0226473920363,1661.6630902980662,1.0,2.0,1.0,0.6,1.0,0.7,1599.0861513652405,1682.836945289409,1656.4069775170149,1642.1505525206608
Lestienne C.,Cachin P.,player_1,Auckland,ASB Classic,2023-01-08,ATP250,Outdoor,3.0,Hard,1st Round,1530.0544408696699,1480.7430301955637,1526.7445641281943,1490.4661193798008,5.0,5.0,0.4,0.2,0.5,0.4,1582.1266502832868,1571.3523058253115,1575.0840205954576,1541.3634544768136
Draper J.,Sonego L.,player_1,Adelaide,Adelaide International 2,2023-01-09,ATP250,Outdoor,3.0,Hard,1st Round,1591.1653927558218,1468.5137635678075,1567.7840021717523,1474.9353030022821,5.0,70.0,0.6,0.0,0.6,0.4,1562.4911466063468,1549.7860204565275,1593.457466319987,1553.796850859011
Brooksby J.,Fognini F.,player_1,Auckland,ASB Classic,2023-01-09,ATP250,Outdoor,3.0,Hard,1st Round,1491.5110235827433,1486.0811278239662,1516.353152365174,1490.4864555373758,75.0,68.0,0.2,0.4,0.4,0.4,1503.2529355376842,1528.2861111519974,1513.785961148928,1536.7821637414236
Pannu K.,Gasquet R.,player_2,Auckland,ASB Classic,2023-01-09,ATP250,Outdoor,3.0,Hard,1st Round,1500.0,1550.9248341796374,1500.0,1517.7011276161743,,8.0,0.0,0.4,0.0,0.5,1550.9248341796374,1572.019968348292,1550.9248341796374,1549.8077787117204
Wolf J.J.,Mannarino A.,player_1,Auckland,ASB Classic,2023-01-09,ATP250,Outdoor,3.0,Hard,1st Round,1549.9252390230465,1514.0423625100575,1540.9611575956728,1513.8691952517647,77.0,69.0,0.4,0.0,0.6,0.2,1588.7811712088865,1588.4531740503417,1562.3372213865746,1550.6448767601662
Barrere G.,Isner J.,player_1,Auckland,ASB Classic,2023-01-09,ATP250,Outdoor,3.0,Hard,1st Round,1489.0863152949535,1613.5464768740585,1500.1784225536132,1551.9325295448643,109.0,69.0,0.6,0.4,0.5,0.6,1552.922366299898,1557.3300757209436,1531.8871085627998,1561.7626511404123
Coria F.,Giron M.,player_2,Auckland,ASB Classic,2023-01-09,ATP250,Outdoor,3.0,Hard,1st Round,1467.0378711268656,1482.341339956025,1469.6768300061367,1481.7701842513989,130.0,5.0,0.2,0.6,0.3,0.5,1552.9129084199544,1535.645307042659,1531.642701173546,1537.083124795114
Evans D.,Mcdonald M.,player_2,Adelaide,Adelaide International 2,2023-01-09,ATP250,Outdoor,3.0,Hard,1st Round,1568.8851073489038,1508.769148055579,1573.5744818777862,1510.5671743469288,68.0,5.0,0.4,0.4,0.5,0.6,1614.2629735460334,1574.651978738505,1584.9390307298243,1555.4380242144773
Davidovich Fokina A.,Nakashima B.,player_1,Adelaide,Adelaide International 2,2023-01-09,ATP250,Outdoor,3.0,Hard,1st Round,1500.0295020687465,1581.3785396261512,1435.263848938051,1558.5427110899816,70.0,69.0,0.2,0.2,0.4,0.5,1586.6046054592514,1539.8444584014592,1590.6091682343654,1532.158535467854
Popyrin A.,Kokkinakis T.,player_2,Adelaide,Adelaide International 2,2023-01-09,ATP250,Outdoor,3.0,Hard,1st Round,1400.063277700636,1500.6061597444063,1427.0790519324464,1496.4406084817617,3.0,4.0,0.4,0.4,0.3,0.3,1557.8785350960782,1597.1620197800835,1537.7145857108537,1559.297450996751
Goffin D.,Bublik A.,player_1,Auckland,ASB Classic,2023-01-09,ATP250,Outdoor,3.0,Hard,1st Round,1501.3434353321213,1560.0099565831215,1405.7066614905127,1547.3169223415896,77.0,70.0,0.6,0.4,0.4,0.5,1554.002664312594,1536.1471824575904,1563.148537346727,1540.6873443375596
Kecmanovic M.,Edmund K.,player_1,Adelaide,Adelaide International 2,2023-01-09,ATP250,Outdoor,3.0,Hard,1st Round,1589.7243350019555,1483.599287307523,1591.4826420676143,1477.013948413169,5.0,6.0,0.4,0.2,0.5,0.2857142857142857,1604.0870754082846,1596.0156545269579,1587.8410223937587,1565.2297454455122
Munar J.,Djere L.,player_2,Auckland,ASB Classic,2023-01-10,ATP250,Outdoor,3.0,Hard,1st Round,1442.7636273292762,1484.5455054129595,1429.8468971256234,1479.3800542624047,8.0,6.0,0.2,0.4,0.2,0.4,1527.1435415462452,1516.4059984666085,1519.781478779652,1538.6095423388056
Halys Q.,Molcan A.,player_1,Auckland,ASB Classic,2023-01-10,ATP250,Outdoor,3.0,Hard,1st Round,1400.866673919235,1495.7321088686929,1429.7901687158778,1436.3573410553663,5.0,8.0,0.4,0.2,0.2,0.2,1566.7915873494537,1511.3785373253727,1524.6419097884295,1530.0183407913148
Humbert U.,Eubanks C.,player_2,Auckland,ASB Classic,2023-01-10,ATP250,Outdoor,3.0,Hard,1st Round,1420.5453011872867,1481.6703558627637,1433.2386247200945,1475.9628925429995,75.0,112.0,0.4,0.4,0.3,0.5,1510.7391960054008,1519.659117628844,1526.3003798142151,1521.5013836540506
Wolf J.J.,Giron M.,player_2,Auckland,ASB Classic,2023-01-10,ATP250,Outdoor,3.0,Hard,2nd Round,1564.2786219335123,1497.6370445883938,1555.7160491874083,1497.2134895120928,1.0,1.0,0.4,0.6,0.6,0.6,1558.1541728113875,1508.3883420956572,1562.2510313218925,1534.0353140054465
Shelton B.,Baez S.,player_1,Auckland,ASB Classic,2023-01-10,ATP250,Outdoor,3.0,Hard,1st Round,1511.34222332017,1476.5340288555287,1506.044795061085,1401.7929999402243,134.0,6.0,0.6,0.0,0.5714285714285714,0.1,1558.96511891671,1532.7675218677432,1550.497065373655,1562.2990031482334
Lehecka J.,Monteiro T.,player_1,Auckland,ASB Classic,2023-01-10,ATP250,Outdoor,3.0,Hard,1st Round,1420.515601809517,1443.6875037462758,1461.3699761212924,1453.8766521330926,82.0,77.0,0.4,0.2,0.4,0.3,1500.725728080542,1521.159042066647,1493.4541462877482,1516.5825151168365
Paul T.,O Connell C.,player_1,Adelaide,Adelaide International 2,2023-01-10,ATP250,Outdoor,3.0,Hard,1st Round,1628.6210081677507,1434.1834386616542,1621.0312697085958,1452.2103035909386,67.0,8.0,0.8,0.4,0.6,0.2,1639.7074055478956,1581.747367031037,1601.4596460117446,1545.1049622175358
Ramos-Vinolas A.,Millman J.,player_2,Adelaide,Adelaide International 2,2023-01-10,ATP250,Outdoor,3.0,Hard,1st Round,1476.024980499923,1432.638481037588,1442.1990284256262,1461.9039185871616,70.0,134.0,0.2,0.4,0.2,0.4,1544.842870237729,1492.8799461248846,1551.176469816442,1506.1254541936282
Bonzi B.,Haase R.,player_2,Adelaide,Adelaide International 2,2023-01-10,ATP250,Outdoor,3.0,Hard,1st Round,1544.419618141169,1482.115207959271,1525.1316710236774,1500.0,3.0,217.0,0.6,0.5,0.5,0.5,1534.4596498170145,1501.6504863358323,1534.0872369553085,1501.6504863358323
Huesler M.A.,Rinderknech A.,player_1,Adelaide,Adelaide International 2,2023-01-10,ATP250,Outdoor,3.0,Hard,1st Round,1527.2772116698732,1552.5846808864324,1539.4673030973674,1575.0443121151277,70.0,70.0,0.4,0.4,0.6,0.5,1633.6822808117217,1591.3381138526188,1591.3833611950947,1574.2181622322198
Kwon S.W.,Machac T.,player_1,Adelaide,Adelaide International 2,2023-01-10,ATP250,Outdoor,3.0,Hard,1st Round,1477.813846732986,1490.6386146434195,1498.2780539834073,1488.403909925302,8.0,134.0,0.6,0.2,0.6,0.375,1539.6638897633838,1522.80201515883,1545.3098463609556,1522.5170142056868
Ymer M.,Ruusuvuori E.,player_1,Adelaide,Adelaide International 2,2023-01-10,ATP250,Outdoor,3.0,Hard,1st Round,1553.5859605077621,1532.212129203646,1556.378949143744,1543.719469240297,8.0,6.0,0.4,0.2,0.6,0.5,1632.8699537048929,1591.6015217243157,1562.9029684707957,1573.0163488073774
Kubler J.,Etcheverry T.,player_1,Adelaide,Adelaide International 2,2023-01-10,ATP250,Outdoor,3.0,Hard,1st Round,1523.7830553282715,1372.595065330524,1484.3291911430704,1455.849654082199,85.0,104.0,0.4,0.4,0.5,0.2,1495.20090403511,1481.858842405604,1476.1253840398278,1476.545359198551
Eubanks C.,Goffin D.,player_2,Auckland,ASB Classic,2023-01-11,ATP250,Outdoor,3.0,Hard,2nd Round,1494.8841304219625,1520.0197408311658,1490.0052251196682,1427.889413339764,1.0,2.0,0.4,0.6,0.4,0.5,1516.592073968155,1552.9794903969866,1519.9916424005787,1566.8925866797051
Norrie C.,Lehecka J.,player_1,Auckland,ASB Classic,2023-01-11,ATP250,Outdoor,3.0,Hard,2nd Round,1666.5657705885749,1437.5811279409143,1645.2410577236985,1477.0249492947103,70.0,1.0,0.6,0.4,0.6,0.3,1514.9571329085156,1534.0598494499525,1516.8973657195752,1512.8001912071309
Kokkinakis T.,Rublev A.,player_1,Adelaide,Adelaide International 2,2023-01-11,ATP250,Outdoor,3.0,Hard,2nd Round,1512.1010510782103,1683.8346665744687,1509.2881607713114,1667.9412717368562,2.0,8.0,0.6,0.2,0.4,0.4,1587.1100103149467,1674.3187697359408,1579.3577761587724,1646.8267285205952
Davidovich Fokina A.,Millman J.,player_1,Adelaide,Adelaide International 2,2023-01-11,ATP250,Outdoor,3.0,Hard,2nd Round,1519.7087729414561,1450.6261817589964,1456.7142123561298,1476.9974465765258,2.0,1.0,0.4,0.4,0.5,0.4,1582.525353432276,1487.0668263390276,1561.0394817730435,1502.4279350491502
Draper J.,Paul T.,player_1,Adelaide,Adelaide International 2,2023-01-11,ATP250,Outdoor,3.0,Hard,2nd Round,1601.740578310253,1636.497687511884,1579.6071250148843,1629.8158956036393,2.0,1.0,0.6,0.6,0.6,0.5,1576.3156787026223,1639.2495707126886,1605.7848979115433,1611.7361128892649
Huesler M.A.,Khachanov K.,player_2,Adelaide,Adelaide International 2,2023-01-11,ATP250,Outdoor,3.0,Hard,2nd Round,1544.4406068534267,1644.5193137014314,1557.0999823937284,1595.4246210494935,1.0,5.0,0.4,0.6,0.5,0.6,1655.2463386983243,1637.5189601348616,1591.1347992090643,1597.771625732603
Mcdonald M.,Ymer M.,player_2,Adelaide,Adelaide International 2,2023-01-11,ATP250,Outdoor,3.0,Hard,2nd Round,1527.5102894541426,1568.6028990420377,1529.4373721435772,1571.7962164147973,2.0,1.0,0.2,0.6,0.5,0.6,1586.6286613478999,1591.7608617468286,1557.9371505820761,1577.3101684910735
Kwon S.W.,Carreno Busta P.,player_1,Adelaide,Adelaide International 2,2023-01-11,ATP250,Outdoor,3.0,Hard,2nd Round,1494.4041810268182,1631.7733732210845,1513.8234552317365,1610.0929186116127,1.0,69.0,0.6,0.4,0.6,0.5,1567.0568431157058,1610.6817112410122,1564.0549374658956,1573.1163786593065
Bautista Agut R.,Haase R.,player_1,Adelaide,Adelaide International 2,2023-01-11,ATP250,Outdoor,3.0,Hard,2nd Round,1594.1826958365568,1500.9540664546062,1562.1381994943379,1517.155341885025,6.0,1.0,0.4,0.3333333333333333,0.5,0.3333333333333333,1617.7049587553993,1532.4945561694074,1578.8462191791737,1532.4945561694074
Kubler J.,Kecmanovic M.,player_2,Adelaide,Adelaide International 2,2023-01-11,ATP250,Outdoor,3.0,Hard,2nd Round,1533.2291420932095,1600.9836249135324,1499.0205895975655,1602.393968195071,1.0,2.0,0.4,0.6,0.4,0.6,1517.020898131934,1567.2896608548176,1490.9187652513212,1575.5429254750757
Barrere G.,Lestienne C.,player_2,Auckland,ASB Classic,2023-01-11,ATP250,Outdoor,3.0,Hard,2nd Round,1510.5847110234054,1543.7986928003895,1518.5443140347136,1541.0799255032025,2.0,3.0,0.4,0.6,0.42857142857142855,0.6,1560.214905446283,1580.1483270914687,1533.5887634538842,1573.0935945531633
Djere L.,Ruud C.,player_1,Auckland,ASB Classic,2023-01-11,ATP250,Outdoor,3.0,Hard,2nd Round,1498.6306010262276,1692.9665520731394,1493.1142982685178,1626.317139721237,1.0,52.0,0.6,0.4,0.4,0.4,1543.376359662237,1705.7340948909361,1556.3376351856627,1644.3177458816112
Gasquet R.,Sousa J.,player_1,Auckland,ASB Classic,2023-01-11,ATP250,Outdoor,3.0,Hard,2nd Round,1564.5963102281294,1404.908104050123,1532.8866651407861,1455.8179022984489,2.0,85.0,0.6,0.0,0.6,0.2,1516.4490716097866,1524.7679607376406,1540.5961476657117,1525.308239952648
Halys Q.,Shelton B.,player_1,Auckland,ASB Classic,2023-01-11,ATP250,Outdoor,3.0,Hard,2nd Round,1421.1299639410247,1525.7445884356976,1446.0925621663716,1517.3829032270683,1.0,1.0,0.6,0.4,0.3,0.5,1549.6445190137104,1552.514860413969,1533.7192879834024,1534.3261776945762
Norrie C.,Giron M.,player_1,Auckland,ASB Classic,2023-01-12,ATP250,Outdoor,3.0,Hard,Quarterfinals,1673.3218555597487,1516.6689116814935,1654.0478910607212,1515.8824549836029,1.0,2.0,0.6,0.6,0.6,0.5,1518.618186303354,1532.3285994195362,1519.1513509902184,1550.2170631982294
Brooksby J.,Halys Q.,player_1,Auckland,ASB Classic,2023-01-12,ATP250,Outdoor,3.0,Hard,Quarterfinals,1507.2609879988536,1441.8071415180566,1531.1641429780968,1465.330291386655,3.0,1.0,0.4,0.6,0.5,0.3,1483.3506834155207,1571.5407093702192,1481.8601711855356,1533.1875999194076
Gasquet R.,Goffin D.,player_1,Auckland,ASB Classic,2023-01-12,ATP250,Outdoor,3.0,Hard,Quarterfinals,1573.7199241908727,1534.8642184768025,1545.3946058978606,1446.7198591688832,1.0,1.0,0.6,0.4,0.7,0.5,1517.9888285032605,1560.6859649401329,1534.1565184293922,1570.5938562873682
Djere L.,Lestienne C.,player_2,Auckland,ASB Classic,2023-01-12,ATP250,Outdoor,3.0,Hard,Quarterfinals,1522.7504477360962,1558.2737749367438,1514.9646446307295,1556.0435752025676,1.0,1.0,0.6,0.6,0.4,0.6,1539.5212051779758,1587.5410361144839,1549.6452357447693,1569.4831271415526
Draper J.,Khachanov K.,player_1,Adelaide,Adelaide International 2,2023-01-12,ATP250,Outdoor,3.0,Hard,Quarterfinals,1619.335884053378,1656.0338937667884,1597.9033618041326,1609.6668298493953,1.0,1.0,0.8,0.6,0.6,0.6,1578.7958218308706,1594.350363978081,1606.8849311529682,1597.1284780356832
Kokkinakis T.,Kecmanovic M.,player_1,Adelaide,Adelaide International 2,2023-01-12,ATP250,Outdoor,3.0,Hard,Quarterfinals,1535.422874770281,1613.9023770530428,1532.1256337401267,1613.769121908345,1.0,1.0,0.8,0.6,0.4,0.5,1589.3642219152375,1539.3089993397784,1595.105843345416,1581.8865130199904
Davidovich Fokina A.,Bautista Agut R.,player_2,Adelaide,Adelaide International 2,2023-01-12,ATP250,Outdoor,3.0,Hard,Quarterfinals,1532.568675297758,1605.9895192815666,1473.6472300798157,1576.0781601513377,1.0,1.0,0.4,0.6,0.4,0.6,1589.1102058614692,1594.2009969063179,1567.6849230159526,1573.9223121807122
Ymer M.,Kwon S.W.,player_2,Adelaide,Adelaide International 2,2023-01-12,ATP250,Outdoor,3.0,Hard,Quarterfinals,1582.7192893702572,1516.4200092004696,1585.8551275651735,1534.1467475959926,1.0,1.0,0.4,0.6,0.5,0.7,1579.7047429979211,1593.8430238750032,1580.4507319096706,1558.6297685516672
Bautista Agut R.,Kokkinakis T.,player_1,Adelaide,Adelaide International 2,2023-01-13,ATP250,Outdoor,3.0,Hard,Semifinals,1618.6578121890916,1554.976751163039,1587.4931200849385,1551.8177450218657,1.0,1.0,0.8,0.6,0.7,0.4,1588.6494866210837,1607.6344495668266,1579.5538752357454,1606.3820987286128
Kwon S.W.,Draper J.,player_1,Adelaide,Adelaide International 2,2023-01-13,ATP250,Outdoor,3.0,Hard,Semifinals,1535.4366761101523,1637.0196328050406,1552.5105792733257,1614.4448826167306,1.0,1.0,0.8,0.6,0.7,0.5,1587.249406454836,1588.0588545623636,1572.3317318321713,1607.9683254272784
Brooksby J.,Norrie C.,player_2,Auckland,ASB Classic,2023-01-13,ATP250,Outdoor,3.0,Hard,Semifinals,1520.281887898015,1682.5598570939835,1544.1681531294184,1664.0006053962122,1.0,1.0,0.4,0.8,0.4,0.7,1524.3652215769184,1528.3154635951141,1502.72862869371,1505.6355367569442
Bautista Agut R.,Kwon S.W.,player_2,Adelaide,Adelaide International 2,2023-01-14,ATP250,Outdoor,3.0,Hard,The Final,1631.757595836963,1555.9858473608988,1601.8559581629788,1571.332927167017,1.0,1.0,0.6,1.0,0.6,0.8,1558.8326877234933,1594.781701175353,1585.5534579686998,1580.6326668996037
Gasquet R.,Norrie C.,player_1,Auckland,ASB Classic,2023-01-14,ATP250,Outdoor,3.0,Hard,The Final,1587.9379757062818,1691.5865489152018,1556.9688267492113,1674.6910088653267,2.0,1.0,0.8,0.6,0.7,0.6,1522.9949600956747,1525.006096113878,1554.0788363660508,1514.1660676636961
