elo_player_1,elo_player_2,days_since_1,days_since_2,form5_1,form5_2,form10_1,form10_2,avg_opp5_1,avg_opp5_2,avg_opp10_1,avg_opp10_2
1550.0766582701813,1549.4048626809276,1.0,1.0,1.0,0.75,1.0,0.75,1536.1756160043938,1532.6947642333837,1536.1756160043938,1532.6947642333837
1534.1706307071072,1562.6273679535536,1.0,1.0,1.0,0.8,1.0,0.8,1542.197819941128,1519.7746195759264,1542.197819941128,1519.7746195759264
1499.263693206478,1484.736306793522,4.0,4.0,0.3333333333333333,0.5,0.3333333333333333,0.5,1494.9121022645074,1507.631846603239,1494.9121022645074,1507.631846603239
1500.0,1484.0,4.0,5.0,0.6666666666666666,0.0,0.6666666666666666,0.0,1500.0,1500.0,1500.0,1500.0
1515.2975328274754,1484.736306793522,3.0,5.0,0.75,0.0,0.75,0.0,1504.368153396761,1515.6487664137376,1504.368153396761,1515.6487664137376
1484.0,1515.263693206478,6.0,3.0,0.0,0.75,0.0,0.75,1507.631846603239,1503.8159233016197,1507.631846603239,1503.8159233016197
1484.0,1545.3198093604287,7.0,2.0,0.0,0.8,0.0,0.8333333333333334,1522.6599046802144,1516.5746195759264,1522.6599046802144,1513.8121829799386
1484.0,1484.0,6.0,6.0,0.0,0.5,0.0,0.5,1492.0,1492.0,1492.0,1492.0
1499.263693206478,1484.0,5.0,7.0,0.6666666666666666,0.0,0.6666666666666666,0.0,1494.6666666666667,1499.631846603239,1494.6666666666667,1499.631846603239
1484.0,1484.0,8.0,7.0,0.0,0.5,0.0,0.5,1492.0,1492.0,1492.0,1492.0
1484.0,1515.2975328274754,7.0,4.0,0.5,0.5,0.5,0.5,1507.6487664137376,1504.1840766983803,1507.6487664137376,1504.1840766983803
1500.0,1515.2975328274754,5.0,4.0,0.6666666666666666,0.5,0.6666666666666666,0.5,1510.4325109424915,1508.1840766983803,1510.4325109424915,1508.1840766983803
1499.263693206478,1484.0,6.0,8.0,0.6666666666666666,0.0,0.6666666666666666,0.0,1494.6666666666667,1499.631846603239,1494.6666666666667,1499.631846603239
1516.0,1516.0,1.0,0.0,1.0,0.5,1.0,0.5,1508.0,1508.0,1508.0,1508.0
1515.263693206478,1515.263693206478,2.0,1.0,0.5,1.0,0.5,1.0,1499.631846603239,1499.631846603239,1499.631846603239,1499.631846603239
1516.0,1500.0,2.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1500.0,1500.0,1500.0,1500.0
1531.263693206478,1501.4374186863345,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1500.4791395621114,1515.5204086779845,1500.4791395621114,1515.5204086779845
1529.8278203282016,1516.736309948472,2.0,4.0,0.6,0.75,0.6,0.75,1506.40000063099,1523.816648573562,1506.40000063099,1523.816648573562
1500.0,1529.8937550041862,1.0,2.0,0.3333333333333333,0.8,0.3333333333333333,0.8,1504.631251668062,1503.494522717409,1504.631251668062,1503.494522717409
1533.4357999725592,1516.7040225341211,3.0,1.0,0.8,0.5,0.8,0.5,1529.496615893531,1516.1833332000087,1529.496615893531,1516.1833332000087
1514.5612260339533,1500.736306793522,1.0,2.0,0.5,0.6666666666666666,0.5,0.6666666666666666,1496.1840766983803,1504.8537420113178,1496.1840766983803,1504.8537420113178
1501.4049280472937,1516.0,2.0,1.0,0.6666666666666666,0.5,0.6666666666666666,0.5,1510.421231068826,1500.7024640236468,1510.421231068826,1500.7024640236468
1515.263693206478,1484.736306793522,2.0,6.0,0.5,0.5,0.5,0.5,1496.1840766983803,1515.631846603239,1496.1840766983803,1515.631846603239
1516.0,1558.524887957912,2.0,2.0,0.5,0.8,0.5,0.8571428571428571,1529.262443978956,1519.7746195759264,1529.262443978956,1514.1247282685188
1531.263693206478,1516.7024671725246,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1505.5674890575085,1523.263693206478,1505.5674890575085,1523.263693206478
1502.13853822723,1531.263693206478,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1520.842462137652,1500.4674104779026,1520.842462137652,1500.4674104779026
1548.6658682592963,1532.0,1.0,2.0,0.6,1.0,0.6666666666666666,1.0,1532.696615893531,1521.5552894197656,1529.9138465779424,1521.5552894197656
1517.3726320464464,1559.1792368542108,1.0,1.0,0.5,0.8,0.5,0.8571428571428571,1518.435115722041,1516.5622812024988,1518.435115722041,1511.8302008589276
1514.5612260339533,1545.893506803376,2.0,1.0,0.5,1.0,0.5,1.0,1507.473376700844,1503.9996611800718,1507.473376700844,1503.9996611800718
1544.5204838512402,1533.3389111148642,1.0,1.0,0.6,0.8,0.6666666666666666,0.8,1510.1623049403818,1527.9574156290978,1508.4685874503182,1527.9574156290978
1516.736306793522,1572.5762654944117,1.0,0.0,1.0,0.6,1.0,0.75,1544.288132747206,1516.8691422933352,1544.288132747206,1514.4511755841445
1519.4766681725814,1516.7023986633528,1.0,2.0,0.5,0.75,0.5,0.75,1519.8074462690772,1504.8691670431454,1519.8074462690772,1504.8691670431454
1535.285916626525,1533.372644070702,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1540.6496365217045,1527.2711010131604,1540.6496365217045,1527.2711010131604
1549.853663861809,1573.2632100797862,1.0,1.0,0.6,0.8,0.6666666666666666,0.875,1539.410057645055,1520.1330139748604,1535.508381370879,1516.5831337342877
1548.7669034841808,1560.454500844653,1.0,1.0,1.0,0.8,1.0,0.8,1531.2800922759875,1512.9531096408937,1531.2800922759875,1512.9531096408937
1549.4607526373816,1532.8301557804152,1.0,1.0,1.0,0.6,1.0,0.6,1528.660864704974,1513.7874841619928,1528.660864704974,1513.7874841619928
1588.1867890584729,1565.304934299188,1.0,1.0,1.0,0.8,0.8888888888888888,0.8,1526.5062460414888,1542.6614316324844,1521.9966671303878,1542.6614316324844
1499.263693206478,1532.0,5.0,11.0,0.3333333333333333,1.0,0.3333333333333333,1.0,1510.421231068826,1505.0878977354926,1510.421231068826,1505.0878977354926
1503.348911055519,1484.0,3.0,12.0,0.6,0.0,0.6,0.0,1512.6459570152615,1501.6744555277596,1512.6459570152615,1501.6744555277596
1513.2252191618093,1564.695469737458,5.0,2.0,0.4,1.0,0.5,1.0,1519.3390945784818,1525.573735596341,1516.1159121487349,1525.573735596341
1551.478189300232,1468.736306793522,8.0,7.0,1.0,0.0,1.0,0.0,1523.8324416542266,1517.1593964334106,1523.8324416542266,1517.1593964334106
1500.0,1484.0,6.0,13.0,0.6,0.0,0.6,0.0,1503.2,1500.0,1503.2,1500.0
1486.8076050894365,1501.9486224635004,5.0,4.0,0.25,0.6666666666666666,0.25,0.6666666666666666,1512.127462124363,1515.1108310157829,1512.127462124363,1515.1108310157829
1503.288658820871,1484.0,4.0,6.0,0.6,0.0,0.6,0.0,1511.5480925776328,1501.6443294104356,1511.5480925776328,1501.6443294104356
1485.373271152946,1484.0,5.0,13.0,0.5,0.0,0.5,0.0,1499.4734387510466,1492.686635576473,1499.4734387510466,1492.686635576473
1499.263693206478,1484.0,5.0,6.0,0.6666666666666666,0.0,0.6666666666666666,0.0,1494.6666666666667,1499.631846603239,1494.6666666666667,1499.631846603239
1531.8989647751157,1499.3282671805987,4.0,5.0,0.6,0.3333333333333333,0.7142857142857143,0.3333333333333333,1526.1622693296508,1511.10129760747,1525.5444780926075,1511.10129760747
1519.197808059845,1518.076660866695,4.0,6.0,0.75,0.5,0.75,0.5,1535.0063926079522,1512.6153753165809,1535.0063926079522,1512.6153753165809
1484.0,1468.7024671725246,7.0,7.0,0.5,0.0,0.5,0.0,1484.3512335862624,1494.421231068826,1484.3512335862624,1494.421231068826
1550.3571617664866,1484.0,3.0,7.0,0.8,0.25,0.8333333333333334,0.25,1539.4614316324846,1516.5892904416216,1532.8845263604037,1516.5892904416216
1484.736306793522,1497.860114141141,7.0,7.0,0.0,0.6,0.0,0.6,1506.9300570705705,1500.2945227174089,1506.9300570705705,1500.2945227174089
1484.0,1468.0,8.0,7.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1484.0,1489.3333333333333,1484.0,1489.3333333333333
1484.0339081301693,1517.5954386803387,6.0,3.0,0.0,0.8,0.0,0.6666666666666666,1509.1658727369304,1510.5942657880264,1509.1658727369304,1508.8285548233553
1497.924900781029,1497.86146177277,6.0,6.0,0.6,0.4,0.6,0.4,1496.5195537132583,1496.53224151491,1496.5195537132583,1496.53224151491
1485.4082784753805,1500.0002319926764,7.0,5.0,0.5,0.4,0.5,0.4,1515.3299745125946,1503.0603570557512,1515.3299745125946,1503.0603570557512
1486.0722017029216,1554.0266556614088,6.0,5.0,0.0,0.6,0.0,0.7777777777777778,1549.6390471092705,1507.3958278407104,1549.6390471092705,1511.2979562640085
1499.263693206478,1468.0,12.0,7.0,0.6666666666666666,0.0,0.6666666666666666,0.0,1489.3333333333333,1494.421231068826,1489.3333333333333,1494.421231068826
1579.0403173613192,1500.0338330211207,2.0,2.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1525.7472594077392,1521.01343912044,1524.1227161731158,1521.01343912044
1514.5641271217237,1486.8397832730943,2.0,2.0,1.0,0.25,1.0,0.25,1477.7880450333082,1507.4569550820504,1477.7880450333082,1507.4569550820504
1578.3423660484543,1500.736306793522,2.0,2.0,1.0,0.4,1.0,0.4,1522.66825831375,1518.8684732096908,1521.4341641292046,1518.8684732096908
1501.310030008576,1546.403407297901,2.0,2.0,0.4,0.6,0.4,0.75,1508.859432460417,1519.883795598695,1508.859432460417,1522.5151720821036
1488.1367061520446,1515.935229109181,2.0,2.0,0.5,0.5,0.5,0.5,1515.3137596174024,1493.3651082226993,1515.3137596174024,1493.3651082226993
1518.4012947349345,1514.5625813136655,2.0,2.0,0.6,1.0,0.5,1.0,1514.460608840366,1493.551880953729,1512.0505073669715,1493.551880953729
1514.5612260339533,1515.1991432606517,2.0,2.0,0.5,1.0,0.5,1.0,1499.799785815163,1498.5781489933297,1499.799785815163,1498.5781489933297
1516.6409526971083,1514.5641271217237,2.0,2.0,1.0,0.5,1.0,0.5,1514.2448451914252,1492.6886297453152,1514.2448451914252,1492.6886297453152
1517.2517939192896,1516.0,2.0,2.0,0.5,1.0,0.5,1.0,1515.333123261837,1508.6258969596447,1515.333123261837,1508.6258969596447
1520.6147652501104,1563.738223639025,2.0,2.0,0.5,1.0,0.5,1.0,1583.4363926150995,1523.1889063734034,1583.4363926150995,1523.1889063734034
1515.263693206478,1516.0015615270963,2.0,2.0,0.4,1.0,0.5,1.0,1506.4003123054194,1507.6488006683237,1505.3335935878497,1507.6488006683237
1516.0,1557.9047445016408,2.0,2.0,1.0,0.6,1.0,0.7142857142857143,1528.9523722508204,1516.1531096408935,1528.9523722508204,1511.5379354577813
1500.736306793522,1518.4587808128565,2.0,2.0,0.3333333333333333,0.8,0.3333333333333333,0.6666666666666666,1506.1529269376188,1509.5932183739662,1506.1529269376188,1510.6610153116385
1516.0,1546.496882908794,2.0,2.0,1.0,0.75,1.0,0.75,1523.248441454397,1507.8159233016197,1523.248441454397,1507.8159233016197
1542.7188055779425,1514.6274836449331,2.0,2.0,0.6,0.75,0.625,0.75,1506.5405403106638,1506.6797013944856,1508.1798760433553,1506.6797013944856
1516.0,1529.9218550027126,2.0,2.0,0.5,0.8,0.5,0.8,1514.9609275013563,1506.540493434505,1514.9609275013563,1506.540493434505
1516.0,1513.9219793067668,2.0,2.0,1.0,0.4,1.0,0.5,1506.9609896533834,1499.7195537132584,1506.9609896533834,1499.7662947610488
1515.2975328274754,1516.0,2.0,2.0,1.0,0.5,1.0,0.5,1500.368153396761,1507.6487664137376,1500.368153396761,1507.6487664137376
1532.0546625046577,1516.0,2.0,2.0,0.6,0.75,0.5714285714285714,0.75,1513.7942657880265,1512.0136656261643,1509.8530469914474,1512.0136656261643
1502.079867938595,1533.243460288439,2.0,2.0,0.6666666666666666,0.6,0.6666666666666666,0.6,1521.301136437876,1519.4687122290147,1521.301136437876,1519.4687122290147
1501.4387739660467,1516.7347485663738,2.0,2.0,0.4,1.0,0.4,1.0,1503.3469497132749,1508.7024329179387,1503.3469497132749,1508.7024329179387
1515.263693206478,1515.263693206478,2.0,2.0,0.5,1.0,0.5,1.0,1499.631846603239,1499.631846603239,1499.631846603239,1499.631846603239
1530.5935756536703,1516.0,2.0,2.0,0.6,1.0,0.6,1.0,1509.6,1515.2967878268353,1509.6,1515.2967878268353
1516.0,1514.5641271217237,2.0,2.0,0.5,1.0,0.5,1.0,1507.2820635608618,1492.368153396761,1507.2820635608618,1492.368153396761
1499.2959774658789,1517.402431661224,2.0,2.0,0.3333333333333333,1.0,0.3333333333333333,1.0,1495.3682996112495,1514.913872711062,1495.3682996112495,1514.913872711062
1516.0,1549.326892899122,2.0,2.0,0.5,0.8,0.5,0.75,1524.663446449561,1532.7223028518456,1524.663446449561,1528.6312860281594
1515.9660918698307,1566.936541301427,2.0,2.0,0.5,0.8,0.5,0.8,1533.1001172539525,1503.7549200732549,1533.1001172539525,1511.7647698245903
1484.736306793522,1516.0,2.0,2.0,0.5,0.5,0.5,0.5,1496.0,1492.368153396761,1496.0,1492.368153396761
1516.0678776943398,1513.8278203282016,2.0,2.0,1.0,0.5,1.0,0.5,1507.6508872877926,1496.016969423585,1507.6508872877926,1496.016969423585
1516.0,1487.511808864744,2.0,2.0,1.0,0.25,1.0,0.25,1493.755904432372,1511.8243832068688,1493.755904432372,1511.8243832068688
1590.8267500056145,1505.414150670189,2.0,2.0,0.8,0.6,0.8571428571428571,0.6,1517.498349806492,1530.4163576950446,1519.1455907779166,1530.4163576950446
1560.3383629123198,1577.7624505737788,2.0,2.0,0.6,1.0,0.6666666666666666,1.0,1525.420954059415,1532.0565789558673,1528.6537585811789,1529.3804824632227
1533.920481311827,1533.4008374740456,2.0,2.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1530.4351939918954,1526.8057880735405,1530.4351939918954,1526.8057880735405
1530.7393534066402,1529.2900769599132,2.0,2.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1505.4646129557907,1495.4384811577522,1505.4646129557907,1495.4384811577522
1532.5453124840162,1532.0576469909176,2.0,2.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1520.182445791256,1516.5990354677683,1520.182445791256,1516.5990354677683
1531.169766119728,1591.463377644567,2.0,2.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1529.5398918770754,1525.5812126316846,1529.5398918770754,1525.1294375940604
1545.281072803239,1531.9183251969614,2.0,2.0,0.6,0.8,0.6666666666666666,0.8,1512.924158473897,1514.3999756762364,1510.7701320615809,1514.3999756762364
1533.643337849598,1531.9675814862703,2.0,2.0,0.6,1.0,0.5714285714285714,1.0,1512.9339960299246,1516.313646395415,1513.704810479443,1516.313646395415
1530.630251134961,1530.691002586332,2.0,2.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1505.142436459951,1506.0473533332352,1505.142436459951,1506.0473533332352
1519.511168009731,1532.0307976523443,2.0,2.0,0.5,1.0,0.5,1.0,1523.983551741493,1512.3053446152026,1523.983551741493,1512.3053446152026
1502.1721796717984,1580.6059612207514,2.0,2.0,0.4,0.8,0.4,0.8,1512.9211922441505,1507.3893560076144,1512.9211922441505,1511.9819877917705
1531.3298825921895,1513.256027759349,2.0,4.0,1.0,0.4,1.0,0.5,1504.6641115176235,1506.560499235847,1504.6641115176235,1505.4670826965391
1532.56935268848,1535.1461775027751,2.0,4.0,1.0,0.6,1.0,0.6,1521.6579743083,1534.5189846240578,1521.6579743083,1534.5189846240578
1532.7388187456302,1531.9043047516648,2.0,2.0,0.6,1.0,0.6,1.0,1515.9917934512646,1515.553599350799,1515.9917934512646,1515.553599350799
1531.263693206478,1532.6716640337272,2.0,2.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1510.6451190800683,1520.6190896200496,1510.6451190800683,1520.6190896200496
1563.7968226778028,1531.9647206697398,2.0,2.0,0.8,0.6666666666666666,0.7777777777777778,0.6666666666666666,1533.1496829201533,1526.3661990844628,1529.0016676550017,1526.3661990844628
1549.4247679392925,1548.522854672869,2.0,2.0,0.75,1.0,0.75,1.0,1532.2350547233723,1527.493026328265,1532.2350547233723,1527.493026328265
1548.0447523202863,1545.3568182196475,2.0,2.0,1.0,0.75,1.0,0.75,1523.574439351473,1508.590048948386,1523.574439351473,1508.590048948386
1525.270176570314,1592.9607137145806,2.0,2.0,0.6,1.0,0.5,1.0,1549.008500437961,1527.517395895964,1540.8404170316342,1528.793295907093
1548.5333992119663,1604.7142958807194,2.0,2.0,0.6,1.0,0.6666666666666666,1.0,1538.5428348523803,1525.8283722067486,1529.4523623769835,1528.0549327962988
1578.3349882552122,1548.688017680763,2.0,2.0,0.6,1.0,0.7,1.0,1533.9831896860578,1535.827227795028,1530.9703026575778,1535.827227795028
1546.4983008129464,1593.0540865261005,2.0,2.0,1.0,0.6,1.0,0.7,1526.7616052697429,1513.4890161702035,1526.7616052697429,1516.631817873065
1547.3285323043026,1547.9427354674074,2.0,2.0,0.75,1.0,0.75,1.0,1519.969523176903,1523.497332589175,1519.969523176903,1523.497332589175
1546.6882048786345,1547.4544968169107,2.0,2.0,0.75,1.0,0.75,1.0,1516.399139204154,1520.9010596810606,1516.399139204154,1520.9010596810606
1605.8823015498238,1563.9209708500346,2.0,2.0,1.0,0.8,1.0,0.8,1527.77611647526,1540.0360117911432,1533.1842552749606,1540.0360117911432
1618.1493863551525,1564.5643892204205,2.0,2.0,0.8,1.0,0.8888888888888888,1.0,1528.8602775146471,1545.6242983336426,1532.1115390656455,1545.6242983336426
1564.6295334014617,1566.0500070261508,2.0,2.0,1.0,0.8,1.0,0.8,1534.6192856210243,1541.5876889163148,1534.6192856210243,1541.5876889163148
1563.914450395924,1563.419207826253,2.0,2.0,0.8,1.0,0.8,1.0,1531.4817076365905,1529.5037378240334,1531.4817076365905,1529.5037378240334
1583.012687770521,1619.9592519411435,3.0,3.0,0.8,1.0,0.8333333333333334,1.0,1566.831036069646,1550.63139267066,1558.013457268226,1538.720747774467
1580.6949482648467,1579.4420145739732,2.0,2.0,1.0,0.8,1.0,0.8333333333333334,1553.560427177115,1542.4495091030365,1542.089740446516,1538.0356062308356
1596.63724878619,1634.2641844476648,2.0,2.0,0.8,1.0,0.8571428571428571,1.0,1577.2132640666475,1565.835889377876,1555.257518160966,1544.5123978756396
1487.610772737873,1529.0960454347482,12.0,12.0,0.5,0.6,0.5,0.6,1523.0340906990168,1503.7748931888702,1523.0340906990168,1503.7748931888702
1502.1282914237652,1487.3750743941569,13.0,12.0,0.6,0.4,0.6,0.3333333333333333,1507.567315132096,1509.2850907451705,1507.567315132096,1507.7375756209756
1483.3286425294616,1498.5906031748768,13.0,12.0,0.2,0.6,0.3333333333333333,0.6,1502.7784776907267,1496.5055571580226,1502.3153980756051,1496.5055571580226
1504.0874688451645,1499.578322850813,10.0,15.0,0.4,0.4,0.4,0.5714285714285714,1519.102505963357,1520.1565883475146,1519.102505963357,1514.3975631053677
1484.0,1513.921911619943,14.0,12.0,0.5,0.4,0.5,0.5,1506.9609558099717,1506.4,1506.9609558099717,1505.3333333333333
1499.2976732473037,1467.263693206478,13.0,14.0,0.6,0.0,0.5714285714285714,0.0,1496.653050946715,1489.0992244157678,1499.8950363905108,1489.0992244157678
1539.984263189814,1499.231343303457,13.0,14.0,0.4,0.6,0.625,0.6,1515.7118945643183,1517.4495912792584,1509.9996114384908,1517.4495912792584
1482.6582811841736,1513.1293362950216,15.0,14.0,0.2,0.6,0.3333333333333333,0.6666666666666666,1509.1731286177087,1509.3316562368348,1507.6442738480907,1507.7763801973622
1471.019237620207,1484.0,14.0,14.0,0.2,0.5,0.2,0.5,1510.0714323532973,1485.5096188101031,1510.0714323532973,1485.5096188101031
1468.7024671725246,1483.263693206478,15.0,15.0,0.0,0.5,0.0,0.5,1494.1757954709851,1476.3512335862624,1494.1757954709851,1476.3512335862624
1484.0,1484.0,28.0,15.0,0.0,0.5,0.0,0.5,1492.0,1492.0,1492.0,1492.0
1468.736306793522,1453.4358728782763,15.0,14.0,0.0,0.25,0.0,0.25,1484.4786242927587,1488.0,1484.4786242927587,1488.0
1515.9047191122393,1515.2976013366472,2.0,1.0,0.5,0.75,0.5,0.75,1506.6142893447245,1503.7921030796792,1506.6142893447245,1503.7921030796792
1515.7859650396422,1516.0,1.0,1.0,0.4,1.0,0.5,1.0,1517.1038497062189,1507.892982519821,1514.5978677171966,1507.892982519821
1516.3034691077223,1513.8882156359589,1.0,2.0,1.0,0.4,1.0,0.5,1510.2393769756577,1499.766250979567,1510.2393769756577,1499.8052091496393
1515.401855604101,1498.5641271217237,1.0,13.0,0.5,0.6666666666666666,0.5,0.6666666666666666,1492.784765369477,1500.046054132541,1492.784765369477,1500.046054132541
1500.736306793522,1483.263693206478,1.0,16.0,0.3333333333333333,0.5,0.3333333333333333,0.5,1494.421231068826,1492.368153396761,1494.421231068826,1492.368153396761
1514.53338631497,1505.512212218886,1.0,2.0,0.5,0.6,0.5,0.6,1486.787726681628,1521.3339498222074,1486.787726681628,1521.3339498222074
1484.129056438623,1512.3485887350707,13.0,10.0,0.25,0.8,0.25,0.5714285714285714,1499.613371892205,1536.7703498535998,1499.613371892205,1532.7387940897752
1516.0,1484.0,15.0,15.0,1.0,0.0,1.0,0.0,1492.0,1508.0,1492.0,1508.0
1468.736306793522,1518.122080988314,15.0,1.0,0.3333333333333333,0.4,0.3333333333333333,0.5,1506.0406936627714,1505.2956249922795,1506.0406936627714,1505.129918874419
1500.736306793522,1485.406076553044,1.0,15.0,0.6666666666666666,0.2,0.6666666666666666,0.3333333333333333,1495.1353588510146,1513.0939279187114,1495.1353588510146,1510.9116065989265
1529.9973147970427,1472.270473880646,2.0,2.0,0.6,0.4,0.6,0.4,1497.7328625496036,1505.999462959409,1497.7328625496036,1505.999462959409
1499.4024917940685,1516.0,1.0,1.0,0.6666666666666666,0.5,0.6666666666666666,0.5,1495.6730792067356,1499.701245897034,1495.6730792067356,1499.701245897034
1472.270473880646,1516.0,2.0,3.0,0.4,0.5,0.4,0.5,1503.2,1486.135236940323,1503.2,1486.135236940323
1516.0,1570.9707241054894,2.0,13.0,1.0,0.6,1.0,0.75,1535.485362052745,1513.6411664811872,1535.485362052745,1518.752391930677
1516.0,1454.1721796717984,2.0,17.0,0.5,0.25,0.5,0.25,1477.0860898358992,1504.0,1477.0860898358992,1504.0
1527.729679125357,1516.0,2.0,2.0,0.6,0.5,0.7142857142857143,0.5,1509.3316562368348,1513.8648395626783,1508.9511830263104,1513.8648395626783
1513.826620093433,1530.5304984710244,2.0,1.0,0.4,1.0,0.5,1.0,1502.7591506409196,1499.2755400311444,1503.7244691505748,1499.2755400311444
1517.449288730594,1527.0518814828915,3.0,1.0,0.6,0.8,0.5,0.625,1509.7776914286744,1540.2602075997186,1510.8147428572286,1530.8276059198777
1517.9188478835756,1502.7805378140315,13.0,2.0,0.5,0.6,0.5,0.5714285714285714,1522.8500533613146,1510.13071928999,1522.8500533613146,1504.950513778564
1470.1400287537112,1528.6659987882344,2.0,13.0,0.2,0.6,0.2,0.7142857142857143,1496.1331997576467,1506.9521642246395,1496.1331997576467,1504.965831589028
1599.7010878050514,1517.0995247208002,9.0,2.0,0.6,0.6,0.8,0.6666666666666666,1532.2801824588073,1537.3898088402686,1530.610337631161,1531.158174033557
1504.7927356835016,1529.4805996898997,1.0,11.0,0.4,0.8,0.4285714285714285,0.8,1521.5645931476706,1507.830586295409,1517.6889951054793,1507.830586295409
1469.5746843058505,1501.3745582519666,16.0,2.0,0.0,0.6666666666666666,0.0,0.6666666666666666,1506.5687679086093,1494.4988653085975,1506.5687679086093,1494.4988653085975
1532.1922443665849,1500.06765914048,2.0,2.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1506.8488043639318,1505.642850386702,1506.8488043639318,1505.642850386702
1531.990143327065,1515.3389266909303,2.0,2.0,0.6666666666666666,0.75,0.6666666666666666,0.75,1510.374963910191,1508.032076431172,1510.374963910191,1508.032076431172
1531.3255601149854,1486.9954112595487,2.0,2.0,0.8,0.25,0.8,0.25,1500.432764715653,1512.3619102758248,1500.432764715653,1512.3619102758248
1472.989776168048,1543.1897125727146,1.0,1.0,0.2,0.6,0.2,0.75,1511.8379425145429,1497.6768728291488,1511.8379425145429,1504.4560071690278
1534.5105810820232,1490.27372584985,1.0,1.0,1.0,0.4,1.0,0.3333333333333333,1520.4148166517798,1510.1021162164047,1520.4148166517798,1508.4184301803373
1515.9141956099447,1516.16625438439,1.0,2.0,0.5,0.75,0.5,0.75,1499.915712577546,1500.733358307538,1499.915712577546,1500.733358307538
1521.927559303056,1514.6330488426586,2.0,13.0,0.8,0.5,0.6666666666666666,0.5,1527.4605595907392,1509.3387171707277,1520.2171329922828,1509.3387171707277
1536.833380925682,1545.761848586857,1.0,1.0,0.6,0.75,0.7142857142857143,0.75,1543.34217855764,1508.6650002547788,1533.2444132554572,1508.6650002547788
1544.3455911712158,1542.609778310757,1.0,1.0,0.8,0.6,0.8333333333333334,0.5555555555555556,1522.605280598856,1545.9422800121254,1513.627118297967,1532.329604281137
1490.9046973234842,1516.0307814094738,2.0,2.0,0.4,0.75,0.3333333333333333,0.75,1509.205619241303,1494.077693469132,1507.6713493677528,1494.077693469132
